Method,Time (s),Success,Mask Area,Mask Shape,Error
GrabCut,0.01004171371459961,True,64395,"(270, 480)",
KMeans,0.010535240173339844,True,71994,"(270, 480)",
Neural,0.22171473503112793,True,129600,"(270, 480)",
MeanShift,6.487223863601685,True,128511,"(270, 480)",
FloodFill,8.900819301605225,True,0,"(270, 480)",
Watershed,187.85400676727295,True,122958,"(270, 480)",
