Method,Time (s),Success,Mask Area,Mask Shape,Error
KMeans,0.02901458740234375,True,213104,"(610, 735)",
GrabCut,0.029912710189819336,True,132376,"(610, 735)",
Neural,0.423628568649292,True,448350,"(610, 735)",
MeanShift,21.231507778167725,True,447463,"(610, 735)",
FloodFill,173.88470792770386,True,198879,"(610, 735)",
Watershed,1216.6255934238434,True,396964,"(610, 735)",
