Method,Time (s),Success,Mask Area,Mask Shape,Error
KMeans,0.043235063552856445,True,384390,"(1104, 736)",
Neural,0.5849089622497559,True,812544,"(1104, 736)",
GrabCut,30.940622329711914,True,386300,"(1104, 736)",
MeanShift,40.481865644454956,True,811590,"(1104, 736)",
FloodFill,155.97088360786438,True,229330,"(1104, 736)",
Watershed,4240.646582603455,True,754209,"(1104, 736)",
