Method,Time (s),Success,Mask Area,Mask Shape,Error
KMeans,0.015799760818481445,True,70094,"(270, 480)",
GrabCut,0.019379377365112305,True,64395,"(270, 480)",
Neural,0.3016397953033447,True,129600,"(270, 480)",
MeanShift,8.456964015960693,True,128511,"(270, 480)",
FloodFill,33.83764958381653,True,1,"(270, 480)",
Watershed,452.6196656227112,True,122958,"(270, 480)",
