Method,Time (s),Success,Mask Area,Mask Shape,Error
KMeans,0.010436058044433594,True,73830,"(270, 480)",
GrabCut,0.011605978012084961,True,69692,"(270, 480)",
Neural,0.22437286376953125,True,128681,"(270, 480)",
MeanShift,6.675106763839722,True,128577,"(270, 480)",
FloodFill,10.385352373123169,True,0,"(270, 480)",
Watershed,187.5596101284027,True,120563,"(270, 480)",
