Method,Time (s),Success,Mask Area,Mask Shape,Error
KMeans,0.02944183349609375,True,213104,"(610, 735)",
GrabCut,0.030666589736938477,True,132376,"(610, 735)",
Neural,0.4456632137298584,True,448350,"(610, 735)",
MeanShift,21.24186682701111,True,447463,"(610, 735)",
FloodFill,179.92434930801392,True,198879,"(610, 735)",
Watershed,1243.2116005420685,True,396964,"(610, 735)",
