Method,Mean_Time_s,Std_Time_s,Time_String,Mask_Area,Mask_Percentage,Min_Time_s,Max_Time_s,Num_Runs
Active_Contour_CV2,0.004385828971862793,0.0002130270004272461,0.004 ± 0.000,0,0.0,0.004172801971435547,0.004598855972290039,2
Canny_CV2,0.007177472114562988,0.00010263919830322266,0.007 ± 0.000,103187,12.699250748267172,0.007074832916259766,0.007280111312866211,2
Global_Threshold_CV2,0.007181763648986816,9.143352508544922e-05,0.007 ± 0.000,184873,22.752367871770637,0.007090330123901367,0.007273197174072266,2
Otsu_CV2,0.00954139232635498,0.00017750263214111328,0.010 ± 0.000,390110,48.01093848456207,0.009363889694213867,0.009718894958496094,2
Sobel_CV2,0.013302206993103027,3.325939178466797e-05,0.013 ± 0.000,244320,30.06852551984877,0.01326894760131836,0.013335466384887695,2
Adaptive_Threshold_CV2,0.01387333869934082,0.00014209747314453125,0.014 ± 0.000,548883,67.55117261342156,0.013731241226196289,0.014015436172485352,2
Global_Threshold_Torch,0.019274353981018066,7.140636444091797e-05,0.019 ± 0.000,200762,24.707831206679266,0.01920294761657715,0.019345760345458984,2
Canny_Torch,0.01933121681213379,0.0001811981201171875,0.019 ± 0.000,153906,18.94125118147448,0.0191500186920166,0.019512414932250977,2
Otsu_Torch,0.02203953266143799,0.00028526782989501953,0.022 ± 0.000,393621,48.44303816162571,0.02175426483154297,0.022324800491333008,2
Sobel_Torch,0.022206544876098633,9.822845458984375e-05,0.022 ± 0.000,416211,51.22319529773157,0.02210831642150879,0.022304773330688477,2
Watershed_CV2,0.02613365650177002,0.0004590749740600586,0.026 ± 0.000,327815,40.34427674070574,0.02567458152770996,0.026592731475830078,2
Adaptive_Threshold_Torch,0.02640664577484131,0.00011360645294189453,0.026 ± 0.000,812544,100.0,0.026293039321899414,0.026520252227783203,2
KMeans_Torch,0.029770255088806152,0.0005561113357543945,0.030 ± 0.001,472766,58.18343375866415,0.029214143753051758,0.030326366424560547,2
GVF_Contour_CV2,0.061287522315979004,0.00020968914031982422,0.061 ± 0.000,52441,6.453927418084436,0.06107783317565918,0.06149721145629883,2
Region_Growing_CV2,0.09934329986572266,8.392333984375e-05,0.099 ± 0.000,83680,10.298519218651544,0.0992593765258789,0.0994272232055664,2
KMeans_CV2,0.25577330589294434,0.0034570693969726562,0.256 ± 0.003,417100,51.332604757403914,0.2523162364959717,0.259230375289917,2
Neural_SegFormer,0.5124478340148926,0.0016071796417236328,0.512 ± 0.002,812544,100.0,0.510840654373169,0.5140550136566162,2
Split_and_Merge_CV2,2.176025390625,0.0065877437591552734,2.176 ± 0.007,268260,33.01482750472589,2.1694376468658447,2.1826131343841553,2
Meanshift_Torch,533.3142325878143,0.08365392684936523,533.314 ± 0.084,689779,84.89127973377441,533.230578660965,533.3978865146637,2
