method1,method2,accuracy,precision,recall,f1_score,jaccard,dice_coefficient,intersection_over_union,pixel_agreement,skimage_felzenszwalb_area,sklearn_kmeans_area,area_difference,area_ratio,true_negative,false_positive,false_negative,true_positive,time1,time2,time_diff,sklearn_dbscan_area,sklearn_meanshift_area,sklearn_gmm_area,skimage_slic_area,skimage_quickshift_area,skimage_watershed_area,skimage_random_walker_area,skimage_chan_vese_area,skimage_active_contour_area,skimage_threshold_otsu_area,skimage_threshold_niblack_area,skimage_threshold_sauvola_area,skimage_sobel_area,skimage_canny_area
skimage_felzenszwalb,sklearn_kmeans,0.6315478515625,0.9600296753452716,0.6280626662891731,0.7593497957348284,0.6120579298857134,0.7593497957348203,0.612057929885703,0.6315478515625,568663,372026.0,196637,0.6542117211775577,30867,14870,211507,357156,0.4573483467102051,0.23693490028381348,0.2204134464263916,,,,,,,,,,,,,,
skimage_felzenszwalb,sklearn_dbscan,0.3437353515625,0.9527132037474827,0.3061479294415146,0.463388958462814,0.3015655529842163,0.46338895846280787,0.30156555298421106,0.3437353515625,568663,,385927,0.3213432208531182,37096,8641,394568,174095,0.4573483467102051,0.5168893337249756,0.05954098701477051,182736.0,,,,,,,,,,,,,
skimage_felzenszwalb,sklearn_meanshift,0.9229736328125,0.9253653649079979,0.9972074849251665,0.9599441376245794,0.9229736328125,0.9599441376245713,0.922973632812485,0.9229736328125,568663,,18446744073709507467,0.927956697975873,0,45737,1588,567075,0.4573483467102051,19.63895845413208,19.181610107421875,,612812.0,,,,,,,,,,,,
skimage_felzenszwalb,sklearn_gmm,0.54703125,0.9808016479385865,0.5207935103919193,0.6803366811544929,0.5155380705358076,0.6803366811544851,0.5155380705357986,0.54703125,568663,,266710,0.5309875972236539,39940,5797,272507,296156,0.4573483467102051,2.3689751625061035,1.9116268157958984,,,301953.0,,,,,,,,,,,
skimage_felzenszwalb,skimage_slic,0.87701171875,0.9217599854936851,0.9475488997877477,0.9344765512002747,0.87701171875,0.9344765512002666,0.8770117187499857,0.87701171875,568663,,18446744073709535706,0.9727835531233743,0,45737,29827,538836,0.4573483467102051,0.3361995220184326,0.12114882469177246,,,,584573.0,,,,,,,,,,
skimage_felzenszwalb,skimage_quickshift,0.9219791666666667,0.925290876689192,0.9961330348554416,0.9594059942550539,0.9219791666666667,0.9594059942550458,0.9219791666666517,0.9219791666666667,568663,,18446744073709508078,0.9288828342325326,0,45737,2199,566464,0.4573483467102051,2.193565845489502,1.7362174987792969,,,,,612201.0,,,,,,,,,
skimage_felzenszwalb,skimage_watershed,0.7989794921875,0.9147699532266179,0.8632406187847635,0.8882585884466834,0.7989794921875,0.8882585884466753,0.798979492187487,0.7989794921875,568663,,32033,0.9436696250679059,0,45737,77770,490893,0.4573483467102051,0.1614236831665039,0.29592466354370117,,,,,,536630.0,,,,,,,,
skimage_felzenszwalb,skimage_random_walker,0.8098844401041667,0.915820955956785,0.8750226408259373,0.8949570725715,0.8098844401041667,0.8949570725714919,0.8098844401041535,0.8098844401041667,568663,,25333,0.9554516471090794,0,45737,71070,497593,0.4573483467102051,5.864461183547974,5.4071128368377686,,,,,,,543330.0,,,,,,,
skimage_felzenszwalb,skimage_chan_vese,0.4677425130208333,0.9556707096307024,0.44560310764020167,0.6078038893519546,0.4365792180449573,0.6078038893519473,0.4365792180449498,0.4677425130208333,568663,,303511,0.46627264302406757,33983,11754,315265,253398,0.4573483467102051,2.4299938678741455,1.9726455211639404,,,,,,,,265152.0,,,,,,
skimage_felzenszwalb,skimage_active_contour,0.2492333984375,0.975143792584727,0.19378964342677474,0.32332511336080494,0.19283709438082705,0.3233251133608002,0.1928370943808237,0.2492333984375,568663,,455653,0.19872930013030216,42928,2809,458462,110201,0.4573483467102051,0.23572015762329102,0.22162818908691406,,,,,,,,,113010.0,,,,,
skimage_felzenszwalb,skimage_threshold_otsu,0.4117301432291667,0.9675513961337834,0.37706163404336135,0.5426490778526463,0.37235306171355936,0.5426490778526394,0.37235306171355287,0.4117301432291667,568663,,347051,0.38970708486396355,38546,7191,354242,214421,0.4573483467102051,0.0015711784362792969,0.4557771682739258,,,,,,,,,,221612.0,,,,
skimage_felzenszwalb,skimage_threshold_niblack,0.5515250651041667,0.9370750328044852,0.5525592486235257,0.6951900644149281,0.5327902903369659,0.6951900644149205,0.5327902903369568,0.5515250651041667,568663,,233343,0.5896638254994506,24637,21100,254443,314220,0.4573483467102051,0.015735387802124023,0.44161295890808105,,,,,,,,,,,335320.0,,,
skimage_felzenszwalb,skimage_threshold_sauvola,0.7215755208333333,0.9334685200327064,0.7528395552374605,0.8334799978195014,0.7145012483811101,0.8334799978194933,0.7145012483810981,0.7215755208333333,568663,,110038,0.8064969938258546,15224,30513,140551,428112,0.4573483467102051,0.014889240264892578,0.4424591064453125,,,,,,,,,,,,458625.0,,
skimage_felzenszwalb,skimage_sobel,0.20821940104166667,0.9139078850627965,0.15956902418479837,0.2716991640117853,0.15720594375367067,0.2716991640117812,0.15720594375366795,0.20821940104166667,568663,,469374,0.17460077409643013,37189,8548,477922,90741,0.4573483467102051,0.007343292236328125,0.45000505447387695,,,,,,,,,,,,,99289.0,
skimage_felzenszwalb,skimage_canny,0.23642578125,0.8968759720217254,0.19774980964121106,0.32405056725346737,0.19335342756876372,0.32405056725346265,0.1933534275687604,0.23642578125,568663,,443280,0.22048735366992014,32807,12930,456210,112453,0.4573483467102051,0.032288551330566406,0.42505979537963867,,,,,,,,,,,,,,125383.0
