Method,Time (s),Success,Mask Area,Mask Shape,Error
KMeans,0.03251194953918457,True,313001,"(960, 640)",
Neural,0.49395036697387695,True,614400,"(960, 640)",
GrabCut,23.542141437530518,True,197751,"(960, 640)",
MeanShift,30.2127468585968,True,613513,"(960, 640)",
FloodFill,84.74881291389465,True,248085,"(960, 640)",
Watershed,1275.9708459377289,True,545472,"(960, 640)",
