Method,Time (s),Success,Mask Area,Mask Shape,Error
KMeans,0.03309297561645508,True,413233,"(1104, 736)",
Neural,0.46793174743652344,True,812544,"(1104, 736)",
FloodFill,22.95336937904358,True,229330,"(1104, 736)",
GrabCut,30.83722686767578,True,386300,"(1104, 736)",
MeanShift,50.5223433971405,True,811590,"(1104, 736)",
Watershed,1178.854525566101,True,754209,"(1104, 736)",
