method,time_seconds,mask_area_pixels,mask_percentage,image_shape
Global_Threshold_CV2,0.005911111831665039,255956,57.08843537414966,"(610, 735, 3)"
Adaptive_Threshold_CV2,0.00783085823059082,281766,62.845098695215796,"(610, 735, 3)"
Otsu_CV2,0.006430625915527344,292930,65.33511765361882,"(610, 735, 3)"
Region_Growing_CV2,0.2756385803222656,101503,22.639232742277237,"(610, 735, 3)"
Split_and_Merge_CV2,1.2159860134124756,95668,21.337794134047062,"(610, 735, 3)"
Sobel_CV2,0.006870269775390625,50501,11.263744842199175,"(610, 735, 3)"
Canny_CV2,0.005508899688720703,102206,22.79602988736478,"(610, 735, 3)"
KMeans_CV2,0.19342350959777832,213172,47.545890487342476,"(610, 735, 3)"
Active_Contour_CV2,0.19330120086669922,67872,15.13817330210773,"(610, 735, 3)"
GVF_Contour_CV2,0.29639458656311035,5,0.0011152001784320285,"(610, 735, 3)"
Watershed_CV2,0.011987924575805664,114577,25.555258168841306,"(610, 735, 3)"
GrabCut_CV2,2.759819984436035,70974,15.830043492806958,"(610, 735, 3)"
FloodFill_CV2,0.012868404388427734,73528,16.39968774395004,"(610, 735, 3)"
Morphological_Snakes_CV2,1.0129764080047607,448350,100.0,"(610, 735, 3)"
Slic_CV2,0.2564706802368164,432048,96.36400133824021,"(610, 735, 3)"
Felzenszwalb_CV2,0.3615090847015381,410118,91.47273335563733,"(610, 735, 3)"
Chan_Vese_CV2,0.053305864334106445,448350,100.0,"(610, 735, 3)"
Threshold_Niblack_CV2,0.006558418273925781,40937,9.13058994089439,"(610, 735, 3)"
Threshold_Sauvola_CV2,0.008523941040039062,204784,45.67503066800491,"(610, 735, 3)"
Random_Walker_CV2,3.6260383129119873,399450,89.09334225493475,"(610, 735, 3)"
Global_Threshold_Torch,0.044260501861572266,255945,57.08598193375711,"(610, 735, 3)"
Adaptive_Threshold_Torch,0.03864932060241699,281816,62.856250697000114,"(610, 735, 3)"
Otsu_Torch,0.0268404483795166,293568,65.47741719638675,"(610, 735, 3)"
Split_and_Merge_Torch,0.014045000076293945,6992,1.559495929519349,"(610, 735, 3)"
Sobel_Torch,0.01851677894592285,156624,34.93342254934761,"(610, 735, 3)"
Canny_Torch,0.025913000106811523,183816,40.99832719973235,"(610, 735, 3)"
KMeans_Torch,0.02654409408569336,213104,47.5307237649158,"(610, 735, 3)"
Watershed_Torch,331.2679657936096,396964,88.53886472621836,"(610, 735, 3)"
Grabcut_Torch,0.018928050994873047,132376,29.52514776402364,"(610, 735, 3)"
FloodFill_Torch,22.818415880203247,200120,44.634771941563514,"(610, 735, 3)"
Neural_SegFormer,0.24319005012512207,448350,100.0,"(610, 735, 3)"
