Method,Time (s),Success,Mask Area,Mask Shape,Error
KMeans,0.026383638381958008,True,199242,"(512, 683)",
GrabCut,0.026653528213500977,True,160708,"(512, 683)",
Neural,0.36141443252563477,True,336273,"(512, 683)",
MeanShift,18.222879648208618,True,348902,"(512, 683)",
FloodFill,133.325336933136,True,100171,"(512, 683)",
Watershed,802.9191541671753,True,319634,"(512, 683)",
