Method,Time (s),Success,Mask Area,Mask Shape,Error
KMeans,0.029773235321044922,True,213843,"(610, 735)",
GrabCut,0.030434608459472656,True,132376,"(610, 735)",
Neural,0.4455451965332031,True,448350,"(610, 735)",
MeanShift,21.481377840042114,True,447463,"(610, 735)",
FloodFill,164.17056035995483,True,198879,"(610, 735)",
Watershed,1228.874388217926,True,396964,"(610, 735)",
