method1,method2,accuracy,precision,recall,f1_score,jaccard,dice_coefficient,intersection_over_union,pixel_agreement,area1,area2,area_difference,area_ratio,true_negative,false_positive,false_negative,true_positive,time1,time2,time_diff
Global_Threshold_CV2,Global_Threshold_CV2,1.0,1.0,1.0,1.0,1.0,0.9999999999999728,0.9999999999999457,1.0,184263,184263,0,1.0,628281,0,0,184263,0.0005481243133544922,0.0005481243133544922,0.0
Global_Threshold_CV2,Adaptive_Threshold_CV2,0.4457457073093888,0.26297693128555216,0.8011103694176259,0.39597041789947773,0.24685979754871057,0.3959704178994724,0.24685979754870643,0.4457457073093888,184263,561323,377060,0.3282655440806808,214573,413708,36648,147615,0.0005481243133544922,0.002007007598876953,0.001458883285522461
Global_Threshold_CV2,Otsu_Thresholding_CV2,0.7457380769533711,0.47142725565544874,1.0,0.6407754835905238,0.47142725565544874,0.6407754835905126,0.47142725565543664,0.7457380769533711,184263,390862,206599,0.47142725565544874,421682,206599,0,184263,0.0005481243133544922,0.0007431507110595703,0.00019502639770507812
Global_Threshold_CV2,Niblack_Thresholding_CV2,0.5489524259609325,0.3064172429544175,0.7827181799927277,0.44041969744162895,0.2823962938741625,0.44041969744162224,0.28239629387415693,0.5489524259609325,184263,470685,286422,0.3914783772586762,301822,326459,40037,144226,0.0005481243133544922,0.003692626953125,0.003144502639770508
Global_Threshold_CV2,Sauvola_Thresholding_CV2,0.3449893175015753,0.2524473395142885,0.9628682915181018,0.4000171351205715,0.2500133869563134,0.40001713512056697,0.2500133869563099,0.3449893175015753,184263,702804,518541,0.26218262844263834,102898,525383,6842,177421,0.0005481243133544922,0.0039000511169433594,0.003351926803588867
Global_Threshold_CV2,Sobel_CV2,0.7547985093730308,0.43443728326736486,0.269240162159522,0.332447672879692,0.1993626631518035,0.33244767287968086,0.1993626631517955,0.7547985093730308,184263,114196,70067,0.6197446041798951,563696,64585,134652,49611,0.0005481243133544922,0.006249904632568359,0.005701780319213867
Global_Threshold_CV2,Canny_CV2,0.6811901878544423,0.25110164414564334,0.20472368299658641,0.22555330006905974,0.12711190484213364,0.225553300069053,0.12711190484212936,0.6811901878544423,184263,150230,34033,0.8153020411042912,515774,112507,146540,37723,0.0005481243133544922,0.001209259033203125,0.0006611347198486328
Global_Threshold_CV2,Global_Threshold_Sklearn,0.9492298263232514,0.8635009557119037,0.92183997872606,0.891717304285058,0.8045937266121621,0.8917173042850346,0.804593726612124,0.9492298263232514,184263,196712,12449,0.9367145878238237,601430,26851,14402,169861,0.0005481243133544922,0.05474233627319336,0.05419421195983887
Global_Threshold_CV2,Adaptive_Threshold_Sklearn,0.27052196557971014,0.2220271392212105,0.8853106700748387,0.3550190262602653,0.21581953343396884,0.35501902626026144,0.21581953343396598,0.27052196557971014,184263,734730,550467,0.2507900861540974,56681,571600,21133,163130,0.0005481243133544922,0.06830286979675293,0.06775474548339844
Global_Threshold_CV2,Otsu_Thresholding_Sklearn,0.7322126555608065,0.4583957534356024,0.9963638929139328,0.6279098798683255,0.4576302027508712,0.6279098798683147,0.45763020275085975,0.7322126555608065,184263,400512,216249,0.4600686121764142,411362,216919,670,183593,0.0005481243133544922,0.05874276161193848,0.058194637298583984
