Method,Time (s),Success,Mask Area,Mask Shape,Error
GrabCut,0.010299444198608398,True,64395,"(270, 480)",
KMeans,0.010492324829101562,True,71994,"(270, 480)",
Neural,0.22265124320983887,True,129600,"(270, 480)",
MeanShift,6.595057964324951,True,128511,"(270, 480)",
FloodFill,8.984254598617554,True,0,"(270, 480)",
Watershed,185.9386920928955,True,122958,"(270, 480)",
