method,time_seconds,mask_area_pixels,mask_percentage,image_shape
Global_Threshold_CV2,0.006853818893432617,184873,22.752367871770637,"(1104, 736, 3)"
Adaptive_Threshold_CV2,0.01323843002319336,548883,67.55117261342156,"(1104, 736, 3)"
Otsu_CV2,0.00914764404296875,390110,48.01093848456207,"(1104, 736, 3)"
Region_Growing_CV2,0.3427562713623047,124332,15.301571361058603,"(1104, 736, 3)"
Split_and_Merge_CV2,2.038637161254883,268260,33.01482750472589,"(1104, 736, 3)"
Sobel_CV2,0.011055469512939453,47882,5.892850110270952,"(1104, 736, 3)"
Canny_CV2,0.0070607662200927734,103187,12.699250748267172,"(1104, 736, 3)"
KMeans_CV2,0.24615883827209473,417100,51.332604757403914,"(1104, 736, 3)"
Active_Contour_CV2,0.32662057876586914,94252,11.599617989918084,"(1104, 736, 3)"
GVF_Contour_CV2,0.682356595993042,129,0.015876063327032137,"(1104, 736, 3)"
Watershed_CV2,0.026749134063720703,348996,42.95102788279773,"(1104, 736, 3)"
GrabCut_CV2,11.124226093292236,107037,13.173071242911153,"(1104, 736, 3)"
FloodFill_CV2,0.021968603134155273,83825,10.31636440611216,"(1104, 736, 3)"
Morphological_Snakes_CV2,1.91920804977417,812536,99.99901543793321,"(1104, 736, 3)"
Slic_CV2,0.4426748752593994,777823,95.72687755986138,"(1104, 736, 3)"
Felzenszwalb_CV2,0.7080140113830566,771212,94.91326008191557,"(1104, 736, 3)"
Chan_Vese_CV2,0.09534811973571777,812544,100.0,"(1104, 736, 3)"
Threshold_Niblack_CV2,0.019017934799194336,268707,33.06983991020794,"(1104, 736, 3)"
Threshold_Sauvola_CV2,0.023175477981567383,706630,86.96513665721487,"(1104, 736, 3)"
Random_Walker_CV2,10.779646873474121,690866,85.02505710459988,"(1104, 736, 3)"
Global_Threshold_Torch,0.030676603317260742,184873,22.752367871770637,"(1104, 736, 3)"
Adaptive_Threshold_Torch,0.029529333114624023,548145,67.46034676275993,"(1104, 736, 3)"
Otsu_Torch,0.025089502334594727,391161,48.14028532608695,"(1104, 736, 3)"
Split_and_Merge_Torch,0.02270054817199707,12696,1.5625,"(1104, 736, 3)"
Sobel_Torch,0.022880077362060547,118185,14.545058482986766,"(1104, 736, 3)"
Canny_Torch,0.023657560348510742,155051,19.082166627284185,"(1104, 736, 3)"
KMeans_Torch,0.03233981132507324,416999,51.320174661310645,"(1104, 736, 3)"
Watershed_Torch,722.116637468338,726293,89.38506714713296,"(1104, 736, 3)"
Grabcut_Torch,30.99718451499939,221445,27.253293360113425,"(1104, 736, 3)"
FloodFill_Torch,45.13829946517944,326958,40.23880552930057,"(1104, 736, 3)"
Neural_SegFormer,0.5122640132904053,812544,100.0,"(1104, 736, 3)"
