method1,method2,accuracy,precision,recall,f1_score,jaccard,dice_coefficient,intersection_over_union,pixel_agreement,area1,area2,area_difference,area_ratio,true_negative,false_positive,false_negative,true_positive,time1,time2,time_diff
Global_Threshold_CV2,Global_Threshold_CV2,1.0,1.0,1.0,1.0,1.0,0.9999999999999262,0.9999999999998526,1.0,67813,67813,0,1.0,61787,0,0,67813,0.0001919269561767578,0.0001919269561767578,0.0
Global_Threshold_CV2,Adaptive_Threshold_CV2,0.6900925925925926,0.6398207801927726,0.9328742276554642,0.7590439509016954,0.611660623640319,0.7590439509016498,0.61166062364026,0.6900925925925926,67813,98873,31060,0.6858596381216308,26175,35612,4552,63261,0.0001919269561767578,0.0003979206085205078,0.00020599365234375
Global_Threshold_CV2,Otsu_Thresholding_CV2,0.92875,1.0,0.8638314187545161,0.9269415785809229,0.8638314187545161,0.9269415785808496,0.8638314187543887,0.92875,67813,58579,9234,0.8638314187545161,61787,0,9234,58579,0.0001919269561767578,0.00016307830810546875,2.8848648071289062e-05
Global_Threshold_CV2,Niblack_Thresholding_CV2,0.6282484567901234,0.6245274881396352,0.7260259832185569,0.6714627643252163,0.5054150883352324,0.6714627643251705,0.5054150883351806,0.6282484567901234,67813,78834,11021,0.8601999137428014,32187,29600,18579,49234,0.0001919269561767578,0.0005609989166259766,0.00036907196044921875
Global_Threshold_CV2,Sauvola_Thresholding_CV2,0.6575771604938272,0.6051698604317193,0.9942783832008611,0.7523935992144085,0.6030696850710625,0.7523935992143664,0.6030696850710086,0.6575771604938272,67813,111415,43602,0.608652335861419,17797,43990,388,67425,0.0001919269561767578,0.0005443096160888672,0.0003523826599121094
Global_Threshold_CV2,Sobel_CV2,0.4027700617283951,0.30116134384073,0.10707386489316208,0.15798004851886904,0.08576456970069217,0.15798004851885186,0.08576456970068204,0.4027700617283951,67813,24110,43703,0.35553654903926973,44938,16849,60552,7261,0.0001919269561767578,0.0009999275207519531,0.0008080005645751953
Global_Threshold_CV2,Canny_CV2,0.42248456790123456,0.2664851583770503,0.05917744385294855,0.09684815136596196,0.05088829429741691,0.09684815136595028,0.05088829429741046,0.42248456790123456,67813,15059,52754,0.22206656540781267,50741,11046,63800,4013,0.0001919269561767578,0.0003485679626464844,0.00015664100646972656
Global_Threshold_CV2,Global_Threshold_Sklearn,0.9779475308641975,0.9754776370690286,0.9825549673366464,0.9790035116590018,0.9588705963619618,0.9790035116589297,0.9588705963618238,0.9779475308641975,67813,68305,492,0.9927970133957983,60112,1675,1183,66630,0.0001919269561767578,0.009752988815307617,0.00956106185913086
Global_Threshold_CV2,Adaptive_Threshold_Sklearn,0.5986882716049383,0.5663138989366613,0.9950599442584755,0.7218210797685141,0.564726164970541,0.7218210797684754,0.5647261649704938,0.5986882716049383,67813,119153,51340,0.5691254101869025,10112,51675,335,67478,0.0001919269561767578,0.010787010192871094,0.010595083236694336
Global_Threshold_CV2,Otsu_Thresholding_Sklearn,0.921304012345679,0.9921581357206315,0.8563697226195567,0.9192765839566267,0.8506122568549332,0.919276583956554,0.8506122568548087,0.921304012345679,67813,58532,9281,0.8631383363071977,61328,459,9740,58073,0.0001919269561767578,0.009902715682983398,0.00971078872680664
Global_Threshold_CV2,Niblack_Thresholding_Sklearn,0.5659567901234568,0.6181743841357457,0.44590270302154456,0.5180933452128024,0.3496126719852006,0.5180933452127581,0.3496126719851602,0.5659567901234568,67813,48915,18898,0.7213218704378217,43110,18677,37575,30238,0.0001919269561767578,0.011919021606445312,0.011727094650268555
Global_Threshold_CV2,Sauvola_Thresholding_Sklearn,0.5837808641975308,0.556974919698675,0.9998082963443587,0.7154087220774288,0.5569154441359596,0.7154087220773909,0.5569154441359139,0.5837808641975308,67813,121729,53916,0.5570817142997971,7858,53929,13,67800,0.0001919269561767578,0.011624813079833984,0.011432886123657227
Global_Threshold_CV2,Sobel_Sklearn,0.40084104938271603,0.2997964997964998,0.1086222405733414,0.15946656852451208,0.0866414952303657,0.15946656852449484,0.0866414952303555,0.40084104938271603,67813,24570,43243,0.3623199091619601,44583,17204,60447,7366,0.0001919269561767578,0.0019483566284179688,0.001756429672241211
Global_Threshold_CV2,Canny_Sklearn,0.44675154320987653,0.2879118481344098,0.03891584209517349,0.06856415386014368,0.03549905838041431,0.06856415386013477,0.03549905838040954,0.44675154320987653,67813,9166,58647,0.13516582366212967,55260,6527,65174,2639,0.0001919269561767578,0.005308628082275391,0.005116701126098633
Global_Threshold_CV2,Global_Threshold_Torch,1.0,1.0,1.0,1.0,1.0,0.9999999999999262,0.9999999999998526,1.0,67813,67813,0,1.0,61787,0,0,67813,0.0001919269561767578,0.003999471664428711,0.003807544708251953
Global_Threshold_CV2,Adaptive_Threshold_Torch,0.7047993827160494,0.6502648892142806,0.9430197749694011,0.7697465032860685,0.6256812155723189,0.7697465032860221,0.6256812155722578,0.7047993827160494,67813,98343,30530,0.6895559419582482,27393,34394,3864,63949,0.0001919269561767578,0.0010905265808105469,0.0008985996246337891
Global_Threshold_CV2,Otsu_Thresholding_Torch,0.9296836419753086,1.0,0.8656157373954847,0.9279678768189831,0.8656157373954847,0.9279678768189097,0.865615737395357,0.9296836419753086,67813,58700,9113,0.8656157373954847,61787,0,9113,58700,0.0001919269561767578,0.0012540817260742188,0.001062154769897461
Global_Threshold_CV2,Niblack_Thresholding_Torch,0.6288348765432099,0.6249461165910186,0.7268812764514179,0.6720704629585443,0.5061040094460701,0.6720704629584985,0.5061040094460182,0.6288348765432099,67813,78874,11061,0.8597636737074321,32205,29582,18521,49292,0.0001919269561767578,0.04683685302734375,0.04664492607116699
Global_Threshold_CV2,Sauvola_Thresholding_Torch,0.6574922839506173,0.6051082313242632,0.9942931296359105,0.7523501877360649,0.6030139068997898,0.7523501877360228,0.6030139068997359,0.6574922839506173,67813,111428,43615,0.6085813260580824,17785,44002,387,67426,0.0001919269561767578,0.04674100875854492,0.046549081802368164
Global_Threshold_CV2,Sobel_Torch,0.4286111111111111,0.34299662791282903,0.10049695486116231,0.15544809653064484,0.08427417858953591,0.1554480965306271,0.08427417858952549,0.4286111111111111,67813,19869,47944,0.2929969179950747,48733,13054,60998,6815,0.0001919269561767578,0.0012564659118652344,0.0010645389556884766
Global_Threshold_CV2,Canny_Torch,0.4151388888888889,0.32696225024920905,0.11124710601212157,0.1660101665823119,0.09051858606704903,0.16601016658229364,0.09051858606703816,0.4151388888888889,67813,23073,44740,0.34024449589311784,46258,15529,60269,7544,0.0001919269561767578,0.0011222362518310547,0.0009303092956542969
Adaptive_Threshold_CV2,Global_Threshold_CV2,0.6900925925925926,0.9328742276554642,0.6398207801927726,0.7590439509016954,0.611660623640319,0.7590439509016498,0.61166062364026,0.6900925925925926,98873,67813,31060,0.6858596381216308,26175,4552,35612,63261,0.0003979206085205078,0.0001919269561767578,0.00020599365234375
Adaptive_Threshold_CV2,Adaptive_Threshold_CV2,1.0,1.0,1.0,1.0,1.0,0.9999999999999494,0.9999999999998989,1.0,98873,98873,0,1.0,30727,0,0,98873,0.0003979206085205078,0.0003979206085205078,0.0
Adaptive_Threshold_CV2,Otsu_Thresholding_CV2,0.6489197530864198,0.9555642807149319,0.5661404023343076,0.7110230419429413,0.5516181165989987,0.7110230419428961,0.5516181165989444,0.6489197530864198,98873,58579,40294,0.5924671042650673,28124,2603,42897,55976,0.0003979206085205078,0.00016307830810546875,0.00023484230041503906
Adaptive_Threshold_CV2,Niblack_Thresholding_CV2,0.7757330246913581,0.9427531268234518,0.7516814499408332,0.8364442593707619,0.7188690925270346,0.8364442593707149,0.7188690925269651,0.7757330246913581,98873,78834,20039,0.7973258624700373,26214,4513,24552,74321,0.0003979206085205078,0.0005609989166259766,0.00016307830810546875
Adaptive_Threshold_CV2,Sauvola_Thresholding_CV2,0.878179012345679,0.8728627204595432,0.9835850029836255,0.924922011717264,0.8603301544613315,0.9249220117172199,0.8603301544612555,0.878179012345679,98873,111415,12542,0.8874298792801687,16562,14165,1623,97250,0.0003979206085205078,0.0005443096160888672,0.00014638900756835938
Adaptive_Threshold_CV2,Sobel_CV2,0.2499922839506173,0.5346744089589383,0.13037937556259038,0.20963873055625573,0.11709297678305418,0.2096387305562387,0.11709297678304353,0.2499922839506173,98873,24110,74763,0.243848168863087,19508,11219,85982,12891,0.0003979206085205078,0.0009999275207519531,0.0006020069122314453
Adaptive_Threshold_CV2,Canny_CV2,0.25285493827160493,0.5678331894548111,0.08648468237031343,0.15010708141698556,0.08114365967299608,0.1501070814169724,0.08114365967298838,0.25285493827160493,98873,15059,83814,0.15230649418951583,24219,6508,90322,8551,0.0003979206085205078,0.0003485679626464844,4.935264587402344e-05
Adaptive_Threshold_CV2,Global_Threshold_Sklearn,0.6779320987654321,0.9182197496522948,0.6343390005360412,0.7503259998325138,0.6004173886405193,0.750325999832469,0.6004173886404618,0.6779320987654321,98873,68305,30568,0.6908357185480364,25141,5586,36154,62719,0.0003979206085205078,0.009752988815307617,0.00935506820678711
Adaptive_Threshold_CV2,Adaptive_Threshold_Sklearn,0.8225154320987654,0.8183763732344129,0.9862348669505325,0.8944988212415033,0.8091342084737043,0.8944988212414622,0.8091342084736372,0.8225154320987654,98873,119153,20280,0.8297986622241992,9086,21641,1361,97512,0.0003979206085205078,0.010787010192871094,0.010389089584350586
Adaptive_Threshold_CV2,Otsu_Thresholding_Sklearn,0.6357021604938271,0.9412970682703479,0.5572400958805741,0.700054000825895,0.5385254474190931,0.7000540008258505,0.5385254474190405,0.6357021604938271,98873,58532,40341,0.591991746988561,27291,3436,43777,55096,0.0003979206085205078,0.009902715682983398,0.00950479507446289
Adaptive_Threshold_CV2,Niblack_Thresholding_Sklearn,0.5351388888888889,0.8948379842584074,0.4426992202117868,0.592348499201559,0.4208062143688051,0.5923484992015189,0.42080621436876464,0.5351388888888889,98873,48915,49958,0.4947255570277022,25583,5144,55102,43771,0.0003979206085205078,0.011919021606445312,0.011521100997924805
Adaptive_Threshold_CV2,Sauvola_Thresholding_Sklearn,0.8078240740740741,0.8038183177385833,0.9896331657783217,0.8870998449696739,0.7971064079378268,0.8870998449696337,0.797106407937762,0.8078240740740741,98873,121729,22856,0.8122386612886001,6846,23881,1025,97848,0.0003979206085205078,0.011624813079833984,0.011226892471313477
Adaptive_Threshold_CV2,Sobel_Sklearn,0.2505478395061728,0.5354904354904355,0.1330696954679235,0.21316721077744383,0.11929891373338411,0.21316721077742656,0.1192989137333733,0.2505478395061728,98873,24570,74303,0.24850060178208408,19314,11413,85716,13157,0.0003979206085205078,0.0019483566284179688,0.001550436019897461
Adaptive_Threshold_CV2,Canny_Sklearn,0.2467361111111111,0.5681867772201614,0.052673631830732356,0.09640962985588537,0.050646205910668964,0.09640962985587645,0.05064620591066404,0.2467361111111111,98873,9166,89707,0.09270478290332042,26769,3958,93665,5208,0.0003979206085205078,0.005308628082275391,0.004910707473754883
Adaptive_Threshold_CV2,Global_Threshold_Torch,0.6900925925925926,0.9328742276554642,0.6398207801927726,0.7590439509016954,0.611660623640319,0.7590439509016498,0.61166062364026,0.6900925925925926,98873,67813,31060,0.6858596381216308,26175,4552,35612,63261,0.0003979206085205078,0.003999471664428711,0.003601551055908203
