method,time_seconds,mask_area_pixels,mask_percentage,image_shape
Global_Threshold_CV2,0.005139589309692383,161828,46.27676610541728,"(512, 683, 3)"
Adaptive_Threshold_CV2,0.00575709342956543,251792,72.0031112737921,"(512, 683, 3)"
Otsu_CV2,0.004458904266357422,213818,61.14396504392386,"(512, 683, 3)"
Region_Growing_CV2,0.3437979221343994,133247,38.103667185212295,"(512, 683, 3)"
Split_and_Merge_CV2,0.6553158760070801,91120,26.056918008784773,"(512, 683, 3)"
Sobel_CV2,0.004668712615966797,22167,6.338934388726209,"(512, 683, 3)"
Canny_CV2,0.0033822059631347656,47453,13.569786328696926,"(512, 683, 3)"
KMeans_CV2,0.19193291664123535,200186,57.24572199853587,"(512, 683, 3)"
Active_Contour_CV2,0.15646100044250488,49469,14.146287060761347,"(512, 683, 3)"
GVF_Contour_CV2,0.22781586647033691,12,0.0034315519765739386,"(512, 683, 3)"
Watershed_CV2,0.01059865951538086,41927,11.989556643484626,"(512, 683, 3)"
GrabCut_CV2,1.789628267288208,63937,18.28359489385066,"(512, 683, 3)"
FloodFill_CV2,0.009616851806640625,111891,31.996648517569547,"(512, 683, 3)"
Morphological_Snakes_CV2,0.791649580001831,349657,99.98884745607613,"(512, 683, 3)"
Slic_CV2,0.18365764617919922,331484,94.79204795021961,"(512, 683, 3)"
Felzenszwalb_CV2,0.2677607536315918,279057,79.7998833272328,"(512, 683, 3)"
Chan_Vese_CV2,0.04344058036804199,349696,100.0,"(512, 683, 3)"
Threshold_Niblack_CV2,0.004150390625,24217,6.925157851390923,"(512, 683, 3)"
Threshold_Sauvola_CV2,0.005916118621826172,149265,42.68421714860908,"(512, 683, 3)"
Random_Walker_CV2,2.5657713413238525,311797,89.16230096998537,"(512, 683, 3)"
Global_Threshold_Torch,0.03922629356384277,161828,46.27676610541728,"(512, 683, 3)"
Adaptive_Threshold_Torch,0.045964717864990234,254963,72.90989888360176,"(512, 683, 3)"
Otsu_Torch,0.0502471923828125,215349,61.581773883601755,"(512, 683, 3)"
Split_and_Merge_Torch,0.01081228256225586,21888,6.259150805270863,"(512, 683, 3)"
Sobel_Torch,0.03849601745605469,67636,19.341370790629576,"(512, 683, 3)"
Canny_Torch,0.05238676071166992,73717,21.08030975475842,"(512, 683, 3)"
KMeans_Torch,0.05522751808166504,200029,57.2008258601757,"(512, 683, 3)"
Watershed_Torch,207.2646346092224,319634,91.40339037335285,"(512, 683, 3)"
Grabcut_Torch,0.041898250579833984,160708,45.95648792093704,"(512, 683, 3)"
FloodFill_Torch,24.720052003860474,167625,47.9344916727672,"(512, 683, 3)"
Neural_SegFormer,0.18419933319091797,336273,96.16152315153734,"(512, 683, 3)"
