Method,Time (s),Success,Mask Area,Mask Shape,Error
KMeans,0.03379535675048828,True,475920,"(1104, 736)",
Neural,0.46840906143188477,True,812544,"(1104, 736)",
FloodFill,18.158148288726807,True,28674,"(1104, 736)",
GrabCut,30.705161809921265,True,221445,"(1104, 736)",
MeanShift,52.57409882545471,True,811797,"(1104, 736)",
Watershed,717.087685585022,True,726293,"(1104, 736)",
