Method,Time (s),Success,Mask Area,Mask Shape,Error
KMeans,0.01871323585510254,True,70272,"(270, 480)",
GrabCut,0.01920342445373535,True,64395,"(270, 480)",
Neural,0.3295872211456299,True,129600,"(270, 480)",
MeanShift,8.394742488861084,True,128511,"(270, 480)",
FloodFill,64.0998055934906,True,1,"(270, 480)",
Watershed,674.3134076595306,True,122958,"(270, 480)",
