method1,method2,accuracy,precision,recall,f1_score,jaccard,dice_coefficient,intersection_over_union,pixel_agreement,sklearn_kmeans_area,area_difference,area_ratio,true_negative,false_positive,false_negative,true_positive,time1,time2,time_diff,sklearn_dbscan_area,sklearn_meanshift_area,sklearn_gmm_area,skimage_felzenszwalb_area,skimage_slic_area,skimage_quickshift_area,skimage_watershed_area,skimage_random_walker_area,skimage_chan_vese_area,skimage_active_contour_area,skimage_threshold_otsu_area,skimage_threshold_niblack_area,skimage_threshold_sauvola_area,skimage_sobel_area,skimage_canny_area
sklearn_kmeans,sklearn_kmeans,1.0,1.0,1.0,1.0,1.0,0.999999999999988,0.999999999999976,1.0,418030.0,0,0.999999999999976,394514,0,0,418030,0.2684195041656494,0.2684195041656494,0.0,,,,,,,,,,,,,,,
sklearn_kmeans,sklearn_dbscan,0.44775667533081287,0.4697475082008579,0.570021290338014,0.5150492708263535,0.3468460338162001,0.515049270826348,0.34684603381619505,0.44775667533081287,418030.0,18446744073709462382,0.8240876545546141,125536,268978,179744,238286,0.2684195041656494,0.8800466060638428,0.6116271018981934,507264.0,,,,,,,,,,,,,,
sklearn_kmeans,sklearn_meanshift,0.508148481805293,0.5113814965686451,0.9877114082721336,0.6738706273761932,0.508148481805293,0.6738706273761876,0.5081484818052867,0.508148481805293,418030.0,18446744073709162239,0.5177438392285363,0,394514,5137,412893,0.2684195041656494,23.830256700515747,23.561837196350098,,807407.0,,,,,,,,,,,,,
sklearn_kmeans,sklearn_gmm,0.3175212665406427,0.2571322843947254,0.17287276032820612,0.20674719200773592,0.11529171519280165,0.20674719200773298,0.1152917151927998,0.3175212665406427,418030.0,136984,0.6723105997177075,185734,208780,345764,72266,0.2684195041656494,6.027456521987915,5.759037017822266,,,281046.0,,,,,,,,,,,,
sklearn_kmeans,skimage_felzenszwalb,0.4227672593730309,0.4654503573727177,0.8217448508480253,0.5942866040110548,0.4227651281596867,0.5942866040110497,0.4227651281596815,0.4227672593730309,418030.0,18446744073709231621,0.5664171267910901,3,394511,74516,343514,0.2684195041656494,0.6552712917327881,0.38685178756713867,,,,738025.0,,,,,,,,,,,
sklearn_kmeans,skimage_slic,0.4726414815689981,0.4932623885321632,0.9169892113006244,0.6414689246628067,0.4721783228282734,0.6414689246628013,0.47217832282826755,0.4726414815689981,418030.0,18446744073709192516,0.5379151493315077,713,393801,34701,383329,0.2684195041656494,0.421431303024292,0.15301179885864258,,,,,777130.0,,,,,,,,,,
sklearn_kmeans,skimage_quickshift,0.5115439902331443,0.5130454746311249,0.9943114130564792,0.6768496233500191,0.5115439902331443,0.6768496233500135,0.511543990233138,0.5115439902331443,418030.0,18446744073709159480,0.5159806755652482,0,394514,2378,415652,0.2684195041656494,2.789076328277588,2.5206568241119385,,,,,,810166.0,,,,,,,,,
sklearn_kmeans,skimage_watershed,0.5144681395715186,0.5144694058891724,0.9999952156543789,0.6794043745510218,0.5144681395715186,0.6794043745510163,0.5144681395715123,0.5144681395715186,418030.0,18446744073709157104,0.5144718673003916,0,394514,2,418028,0.2684195041656494,0.18480777740478516,0.08361172676086426,,,,,,,812542.0,,,,,,,,
sklearn_kmeans,skimage_random_walker,0.41506306120037806,0.4588920813930614,0.7644977633184221,0.5735244106301477,0.40205694012857446,0.5735244106301426,0.4020569401285694,0.41506306120037806,418030.0,18446744073709273223,0.6002530071522537,17674,376840,98447,319583,0.2684195041656494,9.849873542785645,9.581454038619995,,,,,,,,696423.0,,,,,,,
sklearn_kmeans,skimage_chan_vese,0.03777764650283554,0.055927428607697525,0.05480467909001746,0.05536036188423377,0.0284681854669354,0.05536036188423311,0.028468185466935046,0.03777764650283554,418030.0,8392,0.9799248857737248,7786,386728,395120,22910,0.2684195041656494,3.852895736694336,3.5844762325286865,,,,,,,,,409638.0,,,,,,
sklearn_kmeans,skimage_active_contour,0.39874886775362317,0.25361473147209895,0.08681434346817214,0.12935085765203833,0.06914757809135841,0.129350857652036,0.06914757809135709,0.39874886775362317,418030.0,274935,0.3423079683276238,287710,106804,381739,36291,0.2684195041656494,0.26811981201171875,0.00029969215393066406,,,,,,,,,,143095.0,,,,,
sklearn_kmeans,skimage_threshold_otsu,0.9646369919659735,0.9979967354206856,0.9331363777719303,0.9644773344278346,0.9313918144852237,0.9644773344278227,0.9313918144852015,0.9646369919659735,418030.0,27168,0.9350094490825793,393731,783,27951,390079,0.2684195041656494,0.003046274185180664,0.26537322998046875,,,,,,,,,,,390862.0,,,,
sklearn_kmeans,skimage_threshold_niblack,0.5687839673913043,0.5740740740740741,0.6270746118699615,0.5994050218715058,0.42796456593928667,0.5994050218714989,0.4279645659392797,0.5687839673913043,418030.0,18446744073709513022,0.9154796944531843,200026,194488,155894,262136,0.2684195041656494,0.02101421356201172,0.2474052906036377,,,,,,,,,,,,456624.0,,,
sklearn_kmeans,skimage_threshold_sauvola,0.5863620923913043,0.5605818388319449,0.9067913786091907,0.6928445638992132,0.5300399208574245,0.6928445638992069,0.5300399208574171,0.5863620923913043,418030.0,18446744073709293445,0.618203758941489,97379,297135,38964,379066,0.2684195041656494,0.02004694938659668,0.24837255477905273,,,,,,,,,,,,,676201.0,,
sklearn_kmeans,skimage_sobel,0.5329742143194707,0.8247384470239398,0.11710642776834199,0.20509146667169403,0.11426290691893481,0.20509146667168973,0.11426290691893215,0.5329742143194707,418030.0,358673,0.14199220151663416,384111,10403,369076,48954,0.2684195041656494,0.009891033172607422,0.258528470993042,,,,,,,,,,,,,,59357.0,
sklearn_kmeans,skimage_canny,0.5014928422337744,0.5820959758984291,0.11000406669377796,0.18503950473714814,0.10195235941504598,0.1850395047371444,0.10195235941504371,0.5014928422337744,418030.0,339031,0.1889792598617279,361500,33014,372045,45985,0.2684195041656494,0.03425455093383789,0.23416495323181152,,,,,,,,,,,,,,,78999.0
sklearn_dbscan,sklearn_kmeans,0.44775667533081287,0.570021290338014,0.4697475082008579,0.5150492708263535,0.3468460338162001,0.515049270826348,0.34684603381619505,0.44775667533081287,418030.0,89234,0.8240876545546141,125536,179744,268978,238286,0.8800466060638428,0.2684195041656494,0.6116271018981934,507264.0,,,,,,,,,,,,,,
sklearn_dbscan,sklearn_dbscan,1.0,1.0,1.0,1.0,1.0,0.9999999999999901,0.9999999999999802,1.0,,0,0.9999999999999802,305280,0,0,507264,0.8800466060638428,0.8800466060638428,0.0,507264.0,,,,,,,,,,,,,,
sklearn_dbscan,sklearn_meanshift,0.6179689961405167,0.6219007266471557,0.9898731232652032,0.7638823705702795,0.6179689961405167,0.7638823705702737,0.617968996140509,0.6179689961405167,,18446744073709251473,0.6282630693070456,0,305280,5137,502127,0.8800466060638428,23.830256700515747,22.950210094451904,507264.0,807407.0,,,,,,,,,,,,,
sklearn_dbscan,sklearn_gmm,0.43562194785759295,0.586608597880774,0.3250063083522584,0.4182719995940683,0.26443990337575346,0.418271999594063,0.26443990337574924,0.43562194785759295,,226218,0.5540428652535848,189098,116182,342400,164864,0.8800466060638428,6.027456521987915,5.147409915924072,507264.0,,281046.0,,,,,,,,,,,,
sklearn_dbscan,skimage_felzenszwalb,0.5477032628386893,0.5946803970055214,0.8652082544789301,0.7048789477783872,0.5442571924603175,0.7048789477783816,0.5442571924603107,0.5477032628386893,,18446744073709320855,0.6873263100843374,6144,299136,68375,438889,0.8800466060638428,0.6552712917327881,0.2247753143310547,507264.0,,,738025.0,,,,,,,,,,,
sklearn_dbscan,skimage_slic,0.6354806632010082,0.6358048203003358,0.9740549299772899,0.7693947495861861,0.6252165341627325,0.7693947495861801,0.6252165341627245,0.6354806632010082,,18446744073709281750,0.6527402107755375,22253,283027,13161,494103,0.8800466060638428,0.421431303024292,0.4586153030395508,507264.0,,,,777130.0,,,,,,,,,,
sklearn_dbscan,skimage_quickshift,0.6238505237870196,0.6244349923349042,0.9973031794095383,0.7680043721488049,0.6233823844718768,0.768004372148799,0.623382384471869,0.6238505237870196,,18446744073709248714,0.6261235351767338,1010,304270,1368,505896,0.8800466060638428,2.789076328277588,1.9090297222137451,507264.0,,,,,810166.0,,,,,,,,,
sklearn_dbscan,skimage_watershed,0.6242886539067423,0.624290190537843,0.9999960572798385,0.7686917622741524,0.6242886539067423,0.7686917622741466,0.6242886539067346,0.6242886539067423,,18446744073709246338,0.6242926519490608,0,305280,2,507262,0.8800466060638428,0.18480777740478516,0.6952388286590576,507264.0,,,,,,812542.0,,,,,,,,
sklearn_dbscan,skimage_random_walker,0.5730926571361059,0.6151476904122926,0.844536572672218,0.7118179393812512,0.5525755723064064,0.7118179393812452,0.5525755723063993,0.5730926571361059,,18446744073709362457,0.7283849040022985,37260,268020,78861,428403,0.8800466060638428,9.849873542785645,8.969826936721802,507264.0,,,,,,,696423.0,,,,,,,
sklearn_dbscan,skimage_chan_vese,0.5527306828922496,0.6755672081203404,0.5455502460257381,0.6036370299115936,0.43229235008529066,0.603637029911587,0.4322923500852839,0.5527306828922496,,97626,0.8075440007569863,172380,132900,230526,276738,0.8800466060638428,3.852895736694336,2.972849130630493,507264.0,,,,,,,,409638.0,,,,,,
sklearn_dbscan,skimage_active_contour,0.4113168025362319,0.601097173206611,0.16956456598536462,0.26451236932217437,0.15241386031594148,0.2645123693221703,0.1524138603159388,0.4113168025362319,,364169,0.28209177075447334,248199,57081,421250,86014,0.8800466060638428,0.26811981201171875,0.611926794052124,507264.0,,,,,,,,,143095.0,,,,,
sklearn_dbscan,skimage_threshold_otsu,0.45302654379332075,0.5803659603645276,0.44718923479687106,0.5051473846654033,0.3379245415122981,0.5051473846653977,0.33792454151229306,0.45302654379332075,,116402,0.7705297438808831,141261,164019,280421,226843,0.8800466060638428,0.003046274185180664,0.8770003318786621,507264.0,,,,,,,,,,390862.0,,,,
sklearn_dbscan,skimage_threshold_niblack,0.5071159223377442,0.6169167630260346,0.5553301633863235,0.5845056687083977,0.41293395232113095,0.5845056687083916,0.4129339523211249,0.5071159223377442,,50640,0.9001703255109588,130355,174925,225565,281699,0.8800466060638428,0.02101421356201172,0.859032392501831,507264.0,,,,,,,,,,,456624.0,,,
sklearn_dbscan,skimage_threshold_sauvola,0.6294809881064902,0.6524701974708703,0.869766038985617,0.7456088688723368,0.5943990278391516,0.7456088688723305,0.5943990278391436,0.6294809881064902,,18446744073709382679,0.7501674797878035,70280,235000,66063,441201,0.8800466060638428,0.02004694938659668,0.8599996566772461,507264.0,,,,,,,,,,,,676201.0,,
sklearn_dbscan,skimage_sobel,0.32920678757088845,0.18171403541284095,0.02126308983093616,0.038071303393273456,0.019405039265249578,0.03807130339327278,0.01940503926524923,0.32920678757088845,,447907,0.11701402031289196,256709,48571,496478,10786,0.8800466060638428,0.009891033172607422,0.8701555728912354,507264.0,,,,,,,,,,,,,59357.0,
sklearn_dbscan,skimage_canny,0.3496807557498425,0.36614387523892705,0.05702159033560434,0.09867585025833116,0.05189848888825094,0.09867585025832948,0.05189848888825,0.3496807557498425,,428265,0.155735475018922,255206,50074,478339,28925,0.8800466060638428,0.03425455093383789,0.8457920551300049,507264.0,,,,,,,,,,,,,,78999.0
sklearn_meanshift,sklearn_kmeans,0.508148481805293,0.9877114082721336,0.5113814965686451,0.6738706273761932,0.508148481805293,0.6738706273761876,0.5081484818052867,0.508148481805293,418030.0,389377,0.5177438392285363,0,5137,394514,412893,23.830256700515747,0.2684195041656494,23.561837196350098,,807407.0,,,,,,,,,,,,,
sklearn_meanshift,sklearn_dbscan,0.6179689961405167,0.9898731232652032,0.6219007266471557,0.7638823705702795,0.6179689961405167,0.7638823705702737,0.617968996140509,0.6179689961405167,,300143,0.6282630693070456,0,5137,305280,502127,23.830256700515747,0.8800466060638428,22.950210094451904,507264.0,807407.0,,,,,,,,,,,,,
sklearn_meanshift,sklearn_meanshift,1.0,1.0,1.0,1.0,1.0,0.9999999999999938,0.9999999999999876,1.0,,0,0.9999999999999876,5137,0,0,807407,23.830256700515747,23.830256700515747,0.0,,807407.0,,,,,,,,,,,,,
sklearn_meanshift,sklearn_gmm,0.35220615745116574,1.0,0.3480846710518982,0.5164136623262557,0.3480846710518982,0.516413662326251,0.34808467105189395,0.35220615745116574,,526361,0.34808467105189395,5137,0,526361,281046,23.830256700515747,6.027456521987915,17.802800178527832,,807407.0,281046.0,,,,,,,,,,,,
sklearn_meanshift,skimage_felzenszwalb,0.914611393352237,1.0,0.9140681217774926,0.9551051097686601,0.9140681217774926,0.9551051097686539,0.9140681217774813,0.914611393352237,,69382,0.9140681217774813,5137,0,69382,738025,23.830256700515747,0.6552712917327881,23.17498540878296,,807407.0,,738025.0,,,,,,,,,,,
sklearn_meanshift,skimage_slic,0.950093779536862,0.9933897803456307,0.9561386017213128,0.9744082971871278,0.950093779536862,0.9744082971871217,0.9500937795368503,0.950093779536862,,30277,0.9625009443811985,0,5137,35414,771993,23.830256700515747,0.421431303024292,23.408825397491455,,807407.0,,,777130.0,,,,,,,,,,
sklearn_meanshift,skimage_quickshift,0.9907512700850661,0.9936593241385099,0.9970547691560762,0.9953541509409467,0.9907512700850661,0.9953541509409406,0.9907512700850539,0.9907512700850661,,18446744073709548857,0.9965945250726271,0,5137,2378,805029,23.830256700515747,2.789076328277588,21.04118037223816,,807407.0,,,,810166.0,,,,,,,,,
sklearn_meanshift,skimage_watershed,0.9936754194234405,0.9936778652672723,0.9999975229345299,0.9968276779083786,0.9936754194234405,0.9968276779083725,0.9936754194234282,0.9936754194234405,,18446744073709546481,0.9936803266784856,0,5137,2,807405,23.830256700515747,0.18480777740478516,23.645448923110962,,807407.0,,,,,812542.0,,,,,,,,
sklearn_meanshift,skimage_random_walker,0.8507674661310649,0.9926237358616817,0.8561803402744836,0.9193672157092224,0.8507674661310649,0.9193672157092163,0.8507674661310545,0.8507674661310649,,110984,0.8625426829343706,0,5137,116121,691286,23.830256700515747,9.849873542785645,13.980383157730103,,807407.0,,,,,,696423.0,,,,,,,
sklearn_meanshift,skimage_chan_vese,0.5104646640674229,1.0,0.5073500725160917,0.67316820659877,0.5073500725160917,0.6731682065987644,0.5073500725160853,0.5104646640674229,,397769,0.5073500725160853,5137,0,397769,409638,23.830256700515747,3.852895736694336,19.97736096382141,,807407.0,,,,,,,409638.0,,,,,,
sklearn_meanshift,skimage_active_contour,0.18242950535601765,1.0,0.1772278417204706,0.3010935274202474,0.1772278417204706,0.30109352742024426,0.1772278417204684,0.18242950535601765,,664312,0.1772278417204684,5137,0,664312,143095,23.830256700515747,0.26811981201171875,23.56213688850403,,807407.0,,,,,,,,143095.0,,,,,
sklearn_meanshift,skimage_threshold_otsu,0.47471275401701324,0.9868572539668732,0.4777330392230932,0.6438036868182353,0.47471275401701324,0.64380368681823,0.4747127540170074,0.47471275401701324,,416545,0.48409538188298484,0,5137,421682,385725,23.830256700515747,0.003046274185180664,23.827210426330566,,807407.0,,,,,,,,,390862.0,,,,
sklearn_meanshift,skimage_threshold_niblack,0.5612656053087587,0.9937497810014366,0.5620089991788528,0.7179728978165884,0.560029422618144,0.7179728978165827,0.5600294226181372,0.5612656053087587,,350783,0.5655437716046484,2283,2854,353637,453770,23.830256700515747,0.02101421356201172,23.809242486953735,,807407.0,,,,,,,,,,456624.0,,,
sklearn_meanshift,skimage_threshold_sauvola,0.8258801984877127,0.9924031464017355,0.8311347313065158,0.9046378827830532,0.8258801984877127,0.9046378827830471,0.8258801984877024,0.8258801984877127,,131206,0.837497073966403,0,5137,136343,671064,23.830256700515747,0.02004694938659668,23.81020975112915,,807407.0,,,,,,,,,,,676201.0,,
sklearn_meanshift,skimage_sobel,0.07937293241965973,1.0,0.07351558755373684,0.13696231038667964,0.07351558755373684,0.13696231038667805,0.07351558755373593,0.07937293241965973,,748050,0.07351558755373593,5137,0,748050,59357,23.830256700515747,0.009891033172607422,23.82036566734314,,807407.0,,,,,,,,,,,,59357.0,
sklearn_meanshift,skimage_canny,0.10354639256458727,1.0,0.09784284753538178,0.17824563461889925,0.09784284753538178,0.17824563461889723,0.09784284753538057,0.10354639256458727,,728408,0.09784284753538057,5137,0,728408,78999,23.830256700515747,0.03425455093383789,23.79600214958191,,807407.0,,,,,,,,,,,,,78999.0
