method1,method2,accuracy,precision,recall,f1_score,jaccard,dice_coefficient,intersection_over_union,pixel_agreement,area1,area2,area_difference,area_ratio,true_negative,false_positive,false_negative,true_positive,time1,time2,time_diff
Global_Threshold_CV2,Global_Threshold_CV2,1.0,1.0,1.0,1.0,1.0,0.9999999999999262,0.9999999999998526,1.0,67813,67813,0,1.0,61787,0,0,67813,0.00020313262939453125,0.00020313262939453125,0.0
Global_Threshold_CV2,Adaptive_Threshold_CV2,0.6900925925925926,0.6398207801927726,0.9328742276554642,0.7590439509016954,0.611660623640319,0.7590439509016498,0.61166062364026,0.6900925925925926,67813,98873,31060,0.6858596381216308,26175,35612,4552,63261,0.00020313262939453125,0.00036334991455078125,0.00016021728515625
Global_Threshold_CV2,Otsu_Thresholding_CV2,0.92875,1.0,0.8638314187545161,0.9269415785809229,0.8638314187545161,0.9269415785808496,0.8638314187543887,0.92875,67813,58579,9234,0.8638314187545161,61787,0,9234,58579,0.00020313262939453125,0.00016307830810546875,4.00543212890625e-05
Global_Threshold_CV2,Niblack_Thresholding_CV2,0.6282484567901234,0.6245274881396352,0.7260259832185569,0.6714627643252163,0.5054150883352324,0.6714627643251705,0.5054150883351806,0.6282484567901234,67813,78834,11021,0.8601999137428014,32187,29600,18579,49234,0.00020313262939453125,0.0005869865417480469,0.0003838539123535156
Global_Threshold_CV2,Sauvola_Thresholding_CV2,0.6575771604938272,0.6051698604317193,0.9942783832008611,0.7523935992144085,0.6030696850710625,0.7523935992143664,0.6030696850710086,0.6575771604938272,67813,111415,43602,0.608652335861419,17797,43990,388,67425,0.00020313262939453125,0.0005671977996826172,0.00036406517028808594
Global_Threshold_CV2,Sobel_CV2,0.4027700617283951,0.30116134384073,0.10707386489316208,0.15798004851886904,0.08576456970069217,0.15798004851885186,0.08576456970068204,0.4027700617283951,67813,24110,43703,0.35553654903926973,44938,16849,60552,7261,0.00020313262939453125,0.0009746551513671875,0.0007715225219726562
Global_Threshold_CV2,Canny_CV2,0.42248456790123456,0.2664851583770503,0.05917744385294855,0.09684815136596196,0.05088829429741691,0.09684815136595028,0.05088829429741046,0.42248456790123456,67813,15059,52754,0.22206656540781267,50741,11046,63800,4013,0.00020313262939453125,0.00039196014404296875,0.0001888275146484375
Global_Threshold_CV2,Global_Threshold_Sklearn,0.9779475308641975,0.9754776370690286,0.9825549673366464,0.9790035116590018,0.9588705963619618,0.9790035116589297,0.9588705963618238,0.9779475308641975,67813,68305,492,0.9927970133957983,60112,1675,1183,66630,0.00020313262939453125,0.009681463241577148,0.009478330612182617
Global_Threshold_CV2,Adaptive_Threshold_Sklearn,0.5986882716049383,0.5663138989366613,0.9950599442584755,0.7218210797685141,0.564726164970541,0.7218210797684754,0.5647261649704938,0.5986882716049383,67813,119153,51340,0.5691254101869025,10112,51675,335,67478,0.00020313262939453125,0.010600090026855469,0.010396957397460938
Global_Threshold_CV2,Otsu_Thresholding_Sklearn,0.921304012345679,0.9921581357206315,0.8563697226195567,0.9192765839566267,0.8506122568549332,0.919276583956554,0.8506122568548087,0.921304012345679,67813,58532,9281,0.8631383363071977,61328,459,9740,58073,0.00020313262939453125,0.009737968444824219,0.009534835815429688
Global_Threshold_CV2,Niblack_Thresholding_Sklearn,0.5659567901234568,0.6181743841357457,0.44590270302154456,0.5180933452128024,0.3496126719852006,0.5180933452127581,0.3496126719851602,0.5659567901234568,67813,48915,18898,0.7213218704378217,43110,18677,37575,30238,0.00020313262939453125,0.01176309585571289,0.01155996322631836
