method,time_seconds,mask_area_pixels,mask_percentage,image_shape
Global_Threshold_CV2,0.005912303924560547,255956,57.08843537414966,"(610, 735, 3)"
Adaptive_Threshold_CV2,0.00758814811706543,281766,62.845098695215796,"(610, 735, 3)"
Otsu_CV2,0.006318807601928711,292930,65.33511765361882,"(610, 735, 3)"
Region_Growing_CV2,0.27156591415405273,101503,22.639232742277237,"(610, 735, 3)"
Split_and_Merge_CV2,1.2482786178588867,95668,21.337794134047062,"(610, 735, 3)"
Sobel_CV2,0.00667119026184082,50501,11.263744842199175,"(610, 735, 3)"
Canny_CV2,0.006033420562744141,102206,22.79602988736478,"(610, 735, 3)"
KMeans_CV2,0.20202851295471191,213172,47.545890487342476,"(610, 735, 3)"
Active_Contour_CV2,0.20643401145935059,67872,15.13817330210773,"(610, 735, 3)"
GVF_Contour_CV2,0.30749988555908203,5,0.0011152001784320285,"(610, 735, 3)"
Watershed_CV2,0.013147115707397461,114577,25.555258168841306,"(610, 735, 3)"
GrabCut_CV2,2.6685593128204346,70974,15.830043492806958,"(610, 735, 3)"
FloodFill_CV2,0.013050079345703125,73528,16.39968774395004,"(610, 735, 3)"
Morphological_Snakes_CV2,1.0373375415802002,448350,100.0,"(610, 735, 3)"
Slic_CV2,0.25658345222473145,432048,96.36400133824021,"(610, 735, 3)"
Felzenszwalb_CV2,0.356886625289917,410118,91.47273335563733,"(610, 735, 3)"
Chan_Vese_CV2,0.05866050720214844,448350,100.0,"(610, 735, 3)"
Threshold_Niblack_CV2,0.0060596466064453125,40937,9.13058994089439,"(610, 735, 3)"
Threshold_Sauvola_CV2,0.00842428207397461,204784,45.67503066800491,"(610, 735, 3)"
Random_Walker_CV2,19.478965759277344,399450,89.09334225493475,"(610, 735, 3)"
Global_Threshold_Torch,0.08024740219116211,255945,57.08598193375711,"(610, 735, 3)"
Adaptive_Threshold_Torch,0.01825118064880371,281816,62.856250697000114,"(610, 735, 3)"
Otsu_Torch,0.01636481285095215,293568,65.47741719638675,"(610, 735, 3)"
Split_and_Merge_Torch,0.014731884002685547,6992,1.559495929519349,"(610, 735, 3)"
Sobel_Torch,0.01718306541442871,156624,34.93342254934761,"(610, 735, 3)"
Canny_Torch,0.01629781723022461,183816,40.99832719973235,"(610, 735, 3)"
KMeans_Torch,0.02816605567932129,213104,47.5307237649158,"(610, 735, 3)"
Watershed_Torch,1233.8184356689453,396964,88.53886472621836,"(610, 735, 3)"
Grabcut_Torch,0.02875232696533203,132376,29.52514776402364,"(610, 735, 3)"
FloodFill_Torch,161.54646229743958,200120,44.634771941563514,"(610, 735, 3)"
Neural_SegFormer,0.25217199325561523,448350,100.0,"(610, 735, 3)"
