Method,Time (s),Success,Mask Area,Mask Shape,Error
KMeans,0.024281024932861328,True,213104,"(610, 735)",
GrabCut,0.02657628059387207,True,132376,"(610, 735)",
Neural,0.31640124320983887,True,448350,"(610, 735)",
FloodFill,24.292641162872314,True,198879,"(610, 735)",
MeanShift,26.252976655960083,True,447463,"(610, 735)",
Watershed,334.56334376335144,True,396964,"(610, 735)",
