Method,Time (s),Success,Mask Area,Mask Shape,Error
GrabCut,0.01808953285217285,True,132376,"(610, 735)",
KMeans,0.0190582275390625,True,213104,"(610, 735)",
Neural,0.3171823024749756,True,448350,"(610, 735)",
FloodFill,24.428147315979004,True,198879,"(610, 735)",
MeanShift,26.290979623794556,True,447463,"(610, 735)",
Watershed,332.3825755119324,True,396964,"(610, 735)",
