Method,Time (s),Success,Mask Area,Mask Shape,Error
KMeans,0.03238320350646973,True,386115,"(1104, 736)",
Neural,0.4670686721801758,True,812544,"(1104, 736)",
FloodFill,22.747542142868042,True,229330,"(1104, 736)",
GrabCut,30.846848011016846,True,386300,"(1104, 736)",
MeanShift,50.66566300392151,True,811590,"(1104, 736)",
Watershed,1189.178146123886,True,754209,"(1104, 736)",
